Date,Time,Currency,Impact,Event,Actual,Forecast,Previous,Outcome
6/30/2022,7:30,CHF,L,Retail Sales y/y,-1.60%,-5.00%,-5.50%,
6/30/2022,7:45,EUR,L,French Consumer Spending m/m,0.70%,0.20%,-0.70%,
6/30/2022,7:45,EUR,L,French Prelim CPI m/m,0.70%,0.70%,0.70%,
6/30/2022,8:00,CHF,L,KOF Economic Barometer,96.9,96.2,97.7,
6/30/2022,8:55,EUR,L,German Unemployment Change,133K,-5K,-5K,
6/30/2022,9:00,EUR,L,Italian Monthly Unemployment Rate,8.10%,8.40%,8.30%,
6/30/2022,10:00,EUR,L,Unemployment Rate,6.60%,6.80%,6.70%,
6/30/2022,10:16,EUR,L,Italian 10-y Bond Auction,3.47|1.6,,3.10|1.6,
6/30/2022,13:30,CAD,M,GDP m/m,0.30%,0.30%,0.70%,
6/30/2022,13:30,USD,H,Core PCE Price Index m/m,0.30%,0.40%,0.30%,
6/30/2022,13:30,USD,M,Unemployment Claims,231K,228K,233K,
6/30/2022,13:30,USD,L,Personal Income m/m,0.50%,0.50%,0.50%,
6/30/2022,13:30,USD,L,Personal Spending m/m,0.20%,0.40%,0.60%,
6/30/2022,14:45,USD,L,Chicago PMI,56,58.1,60.3,
6/30/2022,15:30,USD,L,Natural Gas Storage,82B,70B,74B,
6/30/2022,23:30,AUD,L,AIG Manufacturing Index,54,,52.4,
6/30/2022,23:45,NZD,L,Building Consents m/m,-0.50%,,-8.60%,
7/1/2022,0:01,CAD,N,Bank Holiday,,,,
7/1/2022,0:01,USD,L,Wards Total Vehicle Sales,13.0M,13.3M,12.7M,
7/1/2022,0:30,JPY,L,Tokyo Core CPI y/y,2.10%,2.10%,1.90%,
7/1/2022,0:30,JPY,L,Unemployment Rate,2.60%,2.50%,2.50%,
7/1/2022,0:50,JPY,L,Tankan Manufacturing Index,9,13,14,
7/1/2022,0:50,JPY,L,Tankan Non-Manufacturing Index,13,13,9,
7/1/2022,1:30,JPY,L,Final Manufacturing PMI,52.7,52.7,52.7,
7/1/2022,2:45,CNY,L,Caixin Manufacturing PMI,51.7,50.2,48.1,
7/1/2022,7:30,AUD,L,Commodity Prices y/y,24.30%,,34.70%,
7/1/2022,8:15,EUR,L,Spanish Manufacturing PMI,52.6,52.3,53.8,
7/1/2022,8:30,CHF,L,Manufacturing PMI,59.1,57.9,60,
7/1/2022,8:45,EUR,L,Italian Manufacturing PMI,50.9,50.6,51.9,
7/1/2022,8:50,EUR,L,French Final Manufacturing PMI,51.4,51,51,
7/1/2022,8:55,EUR,L,German Final Manufacturing PMI,52,52,52,
7/1/2022,9:00,EUR,L,Final Manufacturing PMI,52.1,52,52,
7/1/2022,9:30,GBP,L,Final Manufacturing PMI,52.8,53.4,53.4,
7/1/2022,9:30,GBP,L,M4 Money Supply m/m,0.50%,0.40%,0.00%,
7/1/2022,9:30,GBP,L,Mortgage Approvals,66K,64K,66K,
7/1/2022,9:30,GBP,L,Net Lending to Individuals m/m,8.3B,5.6B,5.5B,
7/1/2022,10:00,EUR,H,CPI Flash Estimate y/y,8.60%,8.50%,8.10%,
7/1/2022,10:00,EUR,M,Core CPI Flash Estimate y/y,3.70%,3.90%,3.80%,
7/1/2022,10:00,EUR,L,Italian Prelim CPI m/m,1.20%,0.60%,0.80%,
7/1/2022,10:45,EUR,L,French Gov Budget Balance,-82.3B,,-67.3B,
7/1/2022,14:45,USD,L,Final Manufacturing PMI,52.7,52.4,52.4,
7/1/2022,15:00,USD,H,ISM Manufacturing PMI,53,54.6,56.1,
7/1/2022,15:00,USD,L,Construction Spending m/m,-0.10%,0.30%,0.80%,
7/1/2022,15:00,USD,L,ISM Manufacturing Prices,78.5,80,82.2,
7/4/2022,0:01,USD,N,Bank Holiday,,,,
7/4/2022,0:50,JPY,L,Monetary Base y/y,3.90%,4.90%,4.60%,
7/4/2022,2:04,AUD,L,MI Inflation Gauge m/m,0.30%,,1.10%,
7/4/2022,2:30,AUD,L,ANZ Job Advertisements m/m,1.40%,,1.00%,
7/4/2022,2:30,AUD,L,Building Approvals m/m,9.90%,-2.00%,-3.90%,
7/4/2022,7:00,EUR,L,German Trade Balance,-1.0B,4.2B,3.1B,
7/4/2022,7:30,CHF,H,CPI m/m,0.50%,0.30%,0.70%,
7/4/2022,8:00,EUR,L,Spanish Unemployment Change,-42.4K,-41.3K,-99.5K,
7/4/2022,9:30,EUR,L,Sentix Investor Confidence,-26.4,-20,-15.8,
7/4/2022,10:00,EUR,L,PPI m/m,0.70%,1.00%,1.20%,
7/4/2022,14:30,CAD,L,Manufacturing PMI,54.6,,56.8,
7/4/2022,15:00,EUR,L,German Buba President Nagel Speaks,,,,
7/4/2022,15:30,CAD,M,BOC Business Outlook Survey,,,,
7/4/2022,23:00,NZD,L,NZIER Business Confidence,-65,,-40,
7/4/2022,23:30,AUD,L,AIG Construction Index,46.2,,50.4,
7/5/2022,0:30,JPY,L,Average Cash Earnings y/y,1.00%,1.50%,1.30%,
7/5/2022,2:02,NZD,L,ANZ Commodity Prices m/m,-0.40%,,-4.30%,
7/5/2022,2:30,AUD,L,Retail Sales m/m,0.90%,0.90%,0.90%,
7/5/2022,2:45,CNY,L,Caixin Services PMI,54.5,49.7,41.4,
7/5/2022,4:35,JPY,L,10-y Bond Auction,0.25|5.0,,0.24|4.9,
7/5/2022,5:30,AUD,H,Cash Rate,1.35%,1.35%,0.85%,
7/5/2022,5:30,AUD,H,RBA Rate Statement,,,,
7/5/2022,7:45,EUR,L,French Industrial Production m/m,0.00%,0.10%,-0.30%,
7/5/2022,8:15,EUR,L,Spanish Services PMI,54,53.4,56.5,
7/5/2022,8:45,EUR,L,Italian Services PMI,51.6,51.6,53.7,
7/5/2022,8:50,EUR,L,French Final Services PMI,53.9,54.4,54.4,
7/5/2022,8:55,EUR,L,German Final Services PMI,52.4,52.4,52.4,
7/5/2022,9:00,EUR,L,Final Services PMI,53,52.8,52.8,
7/5/2022,9:30,GBP,L,Final Services PMI,54.3,53.4,53.4,
7/5/2022,10:04,GBP,L,30-y Bond Auction,2.53|2.2,,2.04|2.9,
7/5/2022,10:30,GBP,L,BOE Financial Stability Report,,,,
7/5/2022,10:30,GBP,L,FPC Meeting Minutes,,,,
7/5/2022,10:30,GBP,L,FPC Statement,,,,
7/5/2022,11:00,GBP,M,BOE Gov Bailey Speaks,,,,
7/5/2022,13:30,CAD,L,Building Permits m/m,2.30%,-1.40%,-1.00%,
7/5/2022,15:00,USD,L,Factory Orders m/m,1.60%,0.50%,0.70%,
7/5/2022,15:36,NZD,L,GDT Price Index,-4.10%,,-1.30%,
7/5/2022,17:30,GBP,L,MPC Member Tenreyro Speaks,,,,
7/6/2022,7:00,EUR,L,German Factory Orders m/m,0.10%,-0.50%,-1.80%,
7/6/2022,9:10,GBP,L,MPC Member Pill Speaks,,,,
7/6/2022,9:30,GBP,L,Construction PMI,52.6,54.9,56.4,
7/6/2022,9:30,GBP,L,Housing Equity Withdrawal q/q,-6.9B,-10.3B,-10.4B,
7/6/2022,10:00,EUR,L,Retail Sales m/m,0.20%,0.40%,-1.40%,
7/6/2022,10:34,EUR,L,German 10-y Bond Auction,1.22|1.1,,1.33|1.7,
7/6/2022,14:00,GBP,L,MPC Member Cunliffe Speaks,,,,
7/6/2022,14:00,USD,L,FOMC Member Williams Speaks,,,,
7/6/2022,14:45,USD,L,Final Services PMI,52.7,51.6,51.6,
7/6/2022,15:00,USD,H,JOLTS Job Openings,11.25M,11.05M,11.68M,
7/6/2022,15:00,USD,M,ISM Services PMI,55.3,53.9,55.9,
7/6/2022,19:00,USD,H,FOMC Meeting Minutes,,,,
7/6/2022,23:30,AUD,L,AIG Services Index,48.8,,49.2,
7/7/2022,2:30,AUD,L,Trade Balance,15.97B,10.70B,13.25B,
7/7/2022,4:35,JPY,L,30-y Bond Auction,1.23|3.2,,1.05|3.1,
7/7/2022,6:00,JPY,L,Leading Indicators,101.40%,101.60%,102.90%,
7/7/2022,6:45,CHF,L,Unemployment Rate,2.20%,2.20%,2.20%,
7/7/2022,7:00,EUR,L,German Industrial Production m/m,0.20%,0.30%,1.30%,
7/7/2022,7:07,GBP,L,Halifax HPI m/m,1.80%,0.70%,1.20%,
7/7/2022,8:00,CHF,L,Foreign Currency Reserves,850B,,925B,
7/7/2022,9:53,EUR,L,Spanish 10-y Bond Auction,2.45|1.5,,2.15|2.0,
7/7/2022,10:02,EUR,L,French 10-y Bond Auction,1.92|1.9,,1.72|2.0,
7/7/2022,12:30,EUR,M,ECB Monetary Policy Meeting Accounts,,,,
7/7/2022,12:30,USD,L,Challenger Job Cuts y/y,58.80%,,-15.80%,
7/7/2022,13:30,CAD,L,Trade Balance,5.3B,2.5B,2.2B,
7/7/2022,13:30,USD,M,Unemployment Claims,235K,230K,231K,
7/7/2022,13:30,USD,L,Trade Balance,-85.5B,-85.0B,-86.7B,
7/7/2022,14:00,GBP,L,MPC Member Mann Speaks,,,,
7/7/2022,15:00,CAD,M,Ivey PMI,62.2,74,72,
7/7/2022,15:30,USD,L,Natural Gas Storage,60B,75B,82B,
7/7/2022,16:00,USD,L,Crude Oil Inventories,8.2M,-1.6M,-2.8M,
7/7/2022,18:00,USD,M,FOMC Member Bullard Speaks,,,,
7/7/2022,18:00,USD,L,FOMC Member Waller Speaks,,,,
7/7/2022,18:30,EUR,L,German Buba President Nagel Speaks,,,,
7/8/2022,0:30,JPY,L,Household Spending y/y,-0.50%,2.20%,-1.70%,
7/8/2022,0:50,JPY,L,Bank Lending y/y,1.30%,0.90%,0.70%,
7/8/2022,0:50,JPY,L,Current Account,0.01T,0.16T,0.51T,
7/8/2022,5:59,JPY,L,Economy Watchers Sentiment,52.9,55,54,
7/8/2022,7:45,EUR,L,French Trade Balance,-13.0B,-12.7B,-12.7B,
7/8/2022,9:00,EUR,L,Italian Industrial Production m/m,-1.10%,-1.40%,1.40%,
7/8/2022,12:55,EUR,M,ECB President Lagarde Speaks,,,,
7/8/2022,13:30,CAD,H,Employment Change,-43.2K,20.0K,39.8K,
7/8/2022,13:30,CAD,H,Unemployment Rate,4.90%,5.10%,5.10%,
7/8/2022,13:30,USD,H,Average Hourly Earnings m/m,0.30%,0.30%,0.40%,
7/8/2022,13:30,USD,H,Non-Farm Employment Change,372K,260K,384K,
7/8/2022,13:30,USD,H,Unemployment Rate,3.60%,3.60%,3.60%,
7/8/2022,15:00,USD,L,Final Wholesale Inventories m/m,1.80%,2.00%,2.00%,
7/8/2022,16:00,USD,L,FOMC Member Williams Speaks,,,,
7/8/2022,20:00,USD,L,Consumer Credit m/m,22.3B,30.0B,36.8B,
7/9/2022,2:30,CNY,L,CPI y/y,2.50%,2.50%,2.10%,
7/9/2022,2:30,CNY,L,PPI y/y,6.10%,6.00%,6.40%,
7/10/2022,0:01,JPY,H,Upper House Elections,,,,
7/11/2022,0:01,EUR,L,Eurogroup Meetings,,,,
7/11/2022,0:50,JPY,L,Core Machinery Orders m/m,-5.60%,-5.30%,10.80%,
7/11/2022,0:50,JPY,L,M2 Money Stock y/y,3.30%,3.10%,3.10%,
7/11/2022,1:58,JPY,M,BOJ Gov Kuroda Speaks,,,,
7/11/2022,6:59,JPY,L,Prelim Machine Tool Orders y/y,17.10%,,23.70%,
7/11/2022,9:00,EUR,L,Italian Retail Sales m/m,1.90%,0.40%,0.30%,
7/11/2022,10:00,CNY,L,M2 Money Supply y/y,11.40%,11.00%,11.10%,
7/11/2022,10:00,CNY,L,New Loans,2810B,2400B,1890B,
7/11/2022,15:15,GBP,H,BOE Gov Bailey Speaks,,,,
7/11/2022,17:30,EUR,L,German Buba President Nagel Speaks,,,,
7/11/2022,19:05,USD,L,FOMC Member Williams Speaks,,,,
7/11/2022,23:45,NZD,L,Visitor Arrivals m/m,34.00%,,89.70%,
7/12/2022,0:01,GBP,L,BRC Retail Sales Monitor y/y,-1.30%,-1.20%,-1.50%,
7/12/2022,0:01,EUR,L,ECOFIN Meetings,,,,
7/12/2022,0:50,JPY,L,PPI y/y,9.20%,9.10%,9.30%,
7/12/2022,1:26,AUD,L,Westpac Consumer Sentiment,-3.00%,,-4.50%,
7/12/2022,2:30,AUD,L,NAB Business Confidence,1,,6,
7/12/2022,9:00,GBP,L,MPC Member Cunliffe Speaks,,,,
7/12/2022,10:00,EUR,L,German ZEW Economic Sentiment,-53.8,-40.6,-28,
7/12/2022,10:02,EUR,L,ZEW Economic Sentiment,-51.1,-39,-28,
7/12/2022,10:15,GBP,L,10-y Bond Auction,2.15|2.5,,2.30|2.8,
7/12/2022,10:30,EUR,L,German Buba President Nagel Speaks,,,,
7/12/2022,10:59,USD,L,NFIB Small Business Index,89.5,92.6,93.1,
7/12/2022,15:00,USD,L,IBD/TIPP Economic Optimism,38.5,40.3,38.1,
7/12/2022,18:00,GBP,M,BOE Gov Bailey Speaks,,,,
7/12/2022,18:01,USD,L,10-y Bond Auction,2.96|2.3,,3.03|2.4,
7/12/2022,23:45,NZD,L,FPI m/m,1.20%,,0.70%,
7/13/2022,3:00,NZD,H,Official Cash Rate,2.50%,2.50%,2.00%,
7/13/2022,3:00,NZD,H,RBNZ Rate Statement,,,,
7/13/2022,7:00,EUR,L,German Final CPI m/m,0.10%,0.10%,0.10%,
7/13/2022,7:00,GBP,M,GDP m/m,0.50%,0.10%,-0.20%,
7/13/2022,7:00,GBP,L,Construction Output m/m,1.50%,0.20%,0.30%,
7/13/2022,7:00,GBP,L,Goods Trade Balance,-21.4B,-19.8B,-21.5B,
7/13/2022,7:00,GBP,L,Index of Services 3m/3m,0.10%,-0.10%,0.20%,
7/13/2022,7:00,GBP,L,Industrial Production m/m,0.90%,0.00%,-0.10%,
7/13/2022,7:00,GBP,L,Manufacturing Production m/m,1.40%,0.00%,-0.60%,
7/13/2022,7:40,CNY,L,Trade Balance,650B,430B,503B,
7/13/2022,7:41,CNY,L,USD-Denominated Trade Balance,97.9B,76.8B,78.8B,
7/13/2022,7:45,EUR,L,French Final CPI m/m,0.70%,0.70%,0.70%,
7/13/2022,10:00,EUR,L,Industrial Production m/m,0.80%,0.20%,0.50%,
7/13/2022,10:33,EUR,L,German 30-y Bond Auction,1.41|2.1,,1.16|3.1,
7/13/2022,11:53,GBP,L,NIESR GDP Estimate,0.20%,,0.40%,
7/13/2022,13:30,USD,H,CPI m/m,1.30%,1.10%,1.00%,
7/13/2022,13:30,USD,H,CPI y/y,9.10%,8.70%,8.60%,
7/13/2022,13:30,USD,H,Core CPI m/m,0.70%,0.50%,0.60%,
7/13/2022,14:30,GBP,L,CB Leading Index m/m,-0.50%,,-0.10%,
7/13/2022,15:00,CAD,H,BOC Monetary Policy Report,,,,
7/13/2022,15:00,CAD,H,BOC Rate Statement,,,,
7/13/2022,15:00,CAD,H,Overnight Rate,2.50%,2.25%,1.50%,
7/13/2022,15:30,USD,L,Crude Oil Inventories,3.3M,-1.5M,8.2M,
7/13/2022,16:00,CAD,H,BOC Press Conference,,,,
7/13/2022,18:01,USD,L,30-y Bond Auction,3.12|2.4,,3.19|2.4,
7/13/2022,19:00,USD,L,Beige Book,,,,
7/13/2022,19:00,USD,L,Federal Budget Balance,-88.8B,-73.0B,-66.2B,
7/14/2022,0:01,GBP,L,RICS House Price Balance,65%,70%,72%,
7/14/2022,0:01,EUR,N,French Bank Holiday,,,,
7/14/2022,2:02,AUD,L,MI Inflation Expectations,6.30%,,6.70%,
7/14/2022,2:30,AUD,H,Employment Change,88.4K,30.0K,60.6K,
7/14/2022,2:30,AUD,H,Unemployment Rate,3.50%,3.80%,3.90%,
7/14/2022,5:30,JPY,L,Revised Industrial Production m/m,-7.50%,-7.20%,-7.20%,
7/14/2022,7:00,EUR,L,German WPI m/m,0.10%,0.90%,1.00%,
7/14/2022,7:30,CHF,L,PPI m/m,0.30%,0.90%,0.90%,
7/14/2022,9:30,GBP,L,BOE Credit Conditions Survey,,,,
7/14/2022,10:00,EUR,M,EU Economic Forecasts,,,,
7/14/2022,13:30,CAD,L,Manufacturing Sales m/m,-2.00%,-2.50%,2.60%,
7/14/2022,13:30,USD,H,PPI m/m,1.10%,0.80%,0.80%,
7/14/2022,13:30,USD,M,Core PPI m/m,0.40%,0.50%,0.50%,
7/14/2022,13:30,USD,M,Unemployment Claims,244K,235K,235K,
7/14/2022,15:30,USD,L,Natural Gas Storage,58B,56B,60B,
7/14/2022,16:00,USD,M,FOMC Member Waller Speaks,,,,
7/14/2022,23:30,NZD,L,BusinessNZ Manufacturing Index,49.7,,52.6,
7/15/2022,3:00,CNY,H,GDP q/y,0.40%,1.20%,4.80%,
7/15/2022,3:00,CNY,M,Retail Sales y/y,3.10%,0.30%,-6.70%,
7/15/2022,3:00,CNY,L,Fixed Asset Investment ytd/y,6.10%,6.00%,6.20%,
7/15/2022,3:00,CNY,L,Industrial Production y/y,3.90%,4.00%,0.70%,
7/15/2022,3:00,CNY,L,NBS Press Conference,,,,
7/15/2022,3:00,CNY,L,Unemployment Rate,5.50%,5.70%,5.90%,
7/15/2022,5:30,JPY,L,Tertiary Industry Activity m/m,0.80%,0.50%,0.70%,
7/15/2022,10:00,EUR,L,Trade Balance,-26.0B,-34.8B,-31.8B,
7/15/2022,13:30,CAD,L,Foreign Securities Purchases,2.35B,25.55B,22.17B,
7/15/2022,13:30,CAD,L,Wholesale Sales m/m,1.60%,2.00%,-0.50%,
7/15/2022,13:30,USD,H,Core Retail Sales m/m,1.00%,0.70%,0.60%,
7/15/2022,13:30,USD,H,Retail Sales m/m,1.00%,0.90%,-0.10%,
7/15/2022,13:30,USD,M,Empire State Manufacturing Index,11.1,-2.1,-1.2,
7/15/2022,13:30,USD,L,Import Prices m/m,0.20%,0.70%,0.50%,
7/15/2022,14:00,USD,M,FOMC Member Bullard Speaks,,,,
7/15/2022,14:15,USD,L,Capacity Utilization Rate,80.00%,80.70%,80.30%,
7/15/2022,14:15,USD,L,Industrial Production m/m,-0.20%,0.10%,0.00%,
7/15/2022,15:00,USD,H,Prelim UoM Consumer Sentiment,51.1,49,50,
7/15/2022,15:00,USD,L,Business Inventories m/m,1.40%,1.30%,1.30%,
7/15/2022,15:00,USD,L,Prelim UoM Inflation Expectations,5.20%,,5.30%,
7/17/2022,3:30,AUD,M,RBA Gov Lowe Speaks,,,,
7/17/2022,23:30,NZD,L,BusinessNZ Services Index,55.4,,55.3,
7/17/2022,23:45,NZD,H,CPI q/q,1.70%,1.50%,1.80%,
7/18/2022,0:01,JPY,N,Bank Holiday,,,,
7/18/2022,0:10,GBP,L,Rightmove HPI m/m,0.40%,,0.30%,
7/18/2022,9:00,EUR,L,Italian Trade Balance,-0.01B,-2.32B,-3.64B,
7/18/2022,10:00,GBP,M,MPC Member Saunders Speaks,,,,
7/18/2022,13:13,CAD,L,Housing Starts,274K,285K,282K,
7/18/2022,15:00,USD,L,NAHB Housing Market Index,55,66,67,
7/18/2022,21:00,USD,L,TIC Long-Term Purchases,155.3B,84.1B,87.2B,
7/19/2022,2:30,AUD,H,Monetary Policy Meeting Minutes,,,,
7/19/2022,4:00,AUD,L,RBA Deputy Gov Bullock Speaks,,,,
7/19/2022,7:00,CHF,L,Trade Balance,3.80B,3.05B,2.99B,
7/19/2022,7:00,GBP,L,Average Earnings Index 3m/y,6.20%,6.70%,6.80%,
7/19/2022,7:00,GBP,L,Claimant Count Change,-20.0K,-41.2K,-34.7K,
7/19/2022,7:00,GBP,L,Unemployment Rate,3.80%,3.80%,3.80%,
7/19/2022,10:00,EUR,L,Final CPI y/y,8.60%,8.60%,8.60%,
7/19/2022,10:00,EUR,L,Final Core CPI y/y,3.70%,3.70%,3.70%,
7/19/2022,13:30,USD,L,Building Permits,1.69M,1.64M,1.70M,
7/19/2022,13:30,USD,L,Housing Starts,1.56M,1.57M,1.59M,
7/19/2022,15:30,AUD,L,CB Leading Index m/m,0.00%,,0.60%,
7/19/2022,15:34,NZD,L,GDT Price Index,-5.00%,,-4.10%,
7/19/2022,16:00,GBP,H,BOE Gov Bailey Speaks,,,,
7/19/2022,19:35,USD,M,FOMC Member Brainard Speaks,,,,
7/20/2022,0:10,AUD,H,RBA Gov Lowe Speaks,,,,
7/20/2022,1:30,AUD,L,MI Leading Index m/m,-0.20%,,-0.10%,
7/20/2022,7:00,EUR,L,German PPI m/m,0.60%,1.60%,1.60%,
7/20/2022,7:00,GBP,H,CPI y/y,9.40%,9.30%,9.10%,
7/20/2022,7:00,GBP,L,Core CPI y/y,5.80%,5.80%,5.90%,
7/20/2022,7:00,GBP,L,PPI Input m/m,1.80%,1.20%,2.40%,
7/20/2022,7:00,GBP,L,PPI Output m/m,1.40%,1.00%,1.60%,
7/20/2022,7:00,GBP,L,RPI y/y,11.80%,11.80%,11.70%,
7/20/2022,9:00,EUR,L,Current Account,-4.5B,4.5B,-3.9B,
7/20/2022,9:30,GBP,L,HPI y/y,12.80%,11.90%,11.90%,
7/20/2022,13:30,CAD,H,CPI m/m,0.70%,0.90%,1.40%,
7/20/2022,13:30,CAD,M,Common CPI y/y,4.60%,4.20%,4.50%,
7/20/2022,13:30,CAD,M,Median CPI y/y,4.90%,5.10%,4.90%,
7/20/2022,13:30,CAD,M,Trimmed CPI y/y,5.50%,5.60%,5.40%,
7/20/2022,13:30,CAD,L,IPPI m/m,-1.10%,-0.60%,1.80%,
7/20/2022,13:30,CAD,L,RMPI m/m,-0.10%,4.10%,2.70%,
7/20/2022,13:32,CAD,L,Core CPI m/m,0.30%,,0.80%,
7/20/2022,15:00,EUR,L,Consumer Confidence,-27,-25,-24,
7/20/2022,15:00,USD,M,Existing Home Sales,5.12M,5.37M,5.41M,
7/20/2022,15:30,USD,L,Crude Oil Inventories,-0.4M,2.1M,3.3M,
7/20/2022,23:45,NZD,L,Trade Balance,-701M,240M,195M,
7/21/2022,0:50,JPY,L,Trade Balance,-1.93T,-2.10T,-1.89T,
7/21/2022,2:30,AUD,L,NAB Quarterly Business Confidence,5,,15,
7/21/2022,4:00,NZD,L,Credit Card Spending y/y,3.50%,,2.30%,
7/21/2022,4:05,JPY,H,BOJ Outlook Report,,,,
7/21/2022,4:05,JPY,H,Monetary Policy Statement,,,,
7/21/2022,4:05,JPY,L,BOJ Policy Rate,-0.10%,-0.10%,-0.10%,
7/21/2022,7:00,GBP,L,Public Sector Net Borrowing,22.1B,21.3B,11.8B,
7/21/2022,7:30,JPY,H,BOJ Press Conference,,,,
7/21/2022,9:00,GBP,L,MPC Member Pill Speaks,,,,
7/21/2022,9:49,EUR,L,Spanish 10-y Bond Auction,2.54|1.6,,2.45|1.5,
7/21/2022,13:15,EUR,H,Main Refinancing Rate,0.50%,0.25%,0.00%,
7/21/2022,13:15,EUR,H,Monetary Policy Statement,,,,
7/21/2022,13:30,CAD,L,NHPI m/m,0.20%,0.60%,0.50%,
7/21/2022,13:30,USD,M,Philly Fed Manufacturing Index,-12.3,0.9,-3.3,
7/21/2022,13:30,USD,M,Unemployment Claims,251K,240K,244K,
7/21/2022,13:45,EUR,H,ECB Press Conference,,,,
7/21/2022,15:00,USD,L,CB Leading Index m/m,-0.80%,-0.60%,-0.60%,
7/21/2022,15:30,USD,L,Natural Gas Storage,32B,45B,58B,
7/22/2022,0:00,AUD,L,Flash Manufacturing PMI,55.7,,56.2,
7/22/2022,0:00,AUD,L,Flash Services PMI,50.4,,52.6,
7/22/2022,0:01,GBP,L,GfK Consumer Confidence,-41,-42,-41,
7/22/2022,0:30,JPY,L,National Core CPI y/y,2.20%,2.20%,2.10%,
7/22/2022,1:30,JPY,L,Flash Manufacturing PMI,52.2,53.1,52.7,
7/22/2022,7:00,GBP,M,Retail Sales m/m,-0.10%,-0.20%,-0.80%,
7/22/2022,8:15,EUR,H,French Flash Services PMI,52.1,52.6,53.9,
7/22/2022,8:15,EUR,M,French Flash Manufacturing PMI,49.6,51.1,51.4,
7/22/2022,8:30,EUR,H,German Flash Manufacturing PMI,49.2,50.6,52,
7/22/2022,8:30,EUR,H,German Flash Services PMI,49.2,51.4,52.4,
7/22/2022,9:00,EUR,L,Flash Manufacturing PMI,49.6,51,52.1,
7/22/2022,9:00,EUR,L,Flash Services PMI,50.6,52,53,
7/22/2022,9:30,GBP,H,Flash Manufacturing PMI,52.2,52.1,52.8,
7/22/2022,9:30,GBP,H,Flash Services PMI,53.3,52.9,54.3,
7/22/2022,11:00,EUR,L,German Buba Monthly Report,,,,
7/22/2022,13:30,CAD,M,Core Retail Sales m/m,1.90%,1.80%,1.10%,
7/22/2022,13:30,CAD,M,Retail Sales m/m,2.20%,1.60%,0.70%,
7/22/2022,14:45,USD,H,Flash Services PMI,47,52.6,52.7,
7/22/2022,14:45,USD,M,Flash Manufacturing PMI,52.3,52,52.7,
7/25/2022,9:00,EUR,M,German ifo Business Climate,88.6,90,92.2,
7/25/2022,11:00,GBP,L,CBI Industrial Order Expectations,8,13,18,
7/25/2022,13:55,EUR,L,Belgian NBB Business Climate,-2.8,-1.5,-1.8,
7/26/2022,0:50,JPY,L,Monetary Policy Meeting Minutes,,,,
7/26/2022,0:50,JPY,L,SPPI y/y,2.00%,2.00%,1.90%,
7/26/2022,5:59,JPY,L,BOJ Core CPI y/y,1.60%,1.50%,1.50%,
7/26/2022,11:00,GBP,L,CBI Realized Sales,-4,-10,-5,
7/26/2022,14:00,USD,L,HPI m/m,1.40%,1.50%,1.50%,
7/26/2022,14:00,USD,L,S&P/CS Composite-20 HPI y/y,20.50%,20.50%,21.20%,
