Date,Time,Currency,Impact,Event,Actual,Forecast,Previous,Outcome
5/8/2009,13:15,CAD,H,Housing Starts,117K,140K,147K,
5/8/2009,13:30,USD,H,Non-Farm Employment Change,-539K,-590K,-699K,
5/8/2009,13:30,USD,H,Unemployment Rate,8.90%,8.90%,8.50%,
5/8/2009,13:30,USD,M,Average Hourly Earnings m/m,0.10%,0.20%,0.20%,
5/8/2009,15:00,USD,L,Final Wholesale Inventories m/m,-1.60%,-1.10%,-1.70%,
5/8/2009,18:00,USD,M,FOMC Member Lacker Speaks,,,,
5/8/2009,18:15,USD,M,FOMC Member Evans Speaks,,,,
5/11/2009,2:30,AUD,M,NAB Business Confidence,-14,,-13,
5/11/2009,2:45,USD,M,FOMC Member Lacker Speaks,,,,
5/11/2009,3:00,CNY,M,CPI y/y,-1.50%,-1.40%,-1.20%,
5/11/2009,3:00,CNY,M,PPI y/y,-6.60%,-6.30%,-6.00%,
5/11/2009,7:45,EUR,M,French Industrial Production m/m,-1.40%,-0.40%,-0.90%,
5/11/2009,9:00,EUR,L,Italian Industrial Production m/m,-4.60%,-1.70%,-4.60%,
5/11/2009,9:31,CNY,M,New Loans,592B,,1890B,
5/11/2009,9:31,CNY,L,M2 Money Supply y/y,26.00%,25.30%,25.50%,
5/11/2009,13:30,CAD,M,NHPI m/m,-0.50%,-0.50%,-0.70%,
5/11/2009,23:54,NZD,L,FPI m/m,-0.60%,,0.50%,
5/12/2009,0:01,GBP,M,BRC Retail Sales Monitor y/y,4.60%,,-1.20%,
5/12/2009,0:01,GBP,M,RICS House Price Balance,-60%,-70%,-72%,
5/12/2009,0:30,USD,H,Fed Chairman Bernanke Speaks,,,,
5/12/2009,2:30,AUD,H,Home Loans m/m,4.90%,4.50%,1.20%,
5/12/2009,3:00,CNY,M,Fixed Asset Investment ytd/y,30.50%,29.20%,28.60%,
5/12/2009,3:08,CNY,H,USD-Denominated Trade Balance,13.1B,20.5B,18.6B,
5/12/2009,4:45,JPY,L,10-y Bond Auction,1.45|2.5,,1.35|2.3,
5/12/2009,6:00,JPY,L,Leading Indicators,76.60%,77.10%,74.50%,
5/12/2009,7:00,EUR,L,German Final CPI m/m,0.00%,0.00%,0.00%,
5/12/2009,7:00,EUR,L,German WPI m/m,0.10%,0.00%,-0.90%,
5/12/2009,7:00,JPY,L,Prelim Machine Tool Orders y/y,-80.40%,,-85.20%,
5/12/2009,7:45,EUR,L,French Gov Budget Balance,-43.7B,,-29.9B,
5/12/2009,9:30,GBP,H,Manufacturing Production m/m,-0.10%,-0.80%,-0.30%,
5/12/2009,9:30,GBP,M,Goods Trade Balance,-6.6B,-7.2B,-6.8B,
5/12/2009,9:30,GBP,L,Industrial Production m/m,-0.60%,-0.70%,-0.70%,
5/12/2009,9:30,GBP,L,ONS HPI y/y,-13.60%,-12.70%,-12.30%,
5/12/2009,10:30,AUD,H,Annual Budget Release,,,,
5/12/2009,12:30,USD,L,NFIB Small Business Index,86.8,,81,
5/12/2009,13:20,USD,L,FOMC Member Lockhart Speaks,,,,
5/12/2009,13:30,CAD,H,Trade Balance,1.1B,0.5B,0.3B,
5/12/2009,13:30,USD,H,Trade Balance,-27.6B,-29.2B,-26.1B,
5/12/2009,14:00,GBP,H,Claimant Count Change,57.1K,81.5K,65.5K,
5/12/2009,14:00,GBP,M,Average Earnings Index 3m/y,-0.40%,-0.90%,0.20%,
5/12/2009,14:00,GBP,L,NIESR GDP Estimate,-1.50%,,-1.90%,
5/12/2009,14:00,GBP,L,Unemployment Rate,7.10%,6.90%,6.70%,
5/12/2009,15:00,USD,L,IBD/TIPP Economic Optimism,48.6,51.1,49.1,
5/12/2009,15:00,USD,L,JOLTS Job Openings,2.72M,,2.97M,
5/12/2009,15:30,NZD,L,GDT Price Index,-4.10%,,2.40%,
5/12/2009,16:00,EUR,M,German Buba President Weber Speaks,,,,
5/12/2009,19:00,USD,M,Federal Budget Balance,-20.9B,-21.2B,-192.3B,
5/12/2009,22:00,NZD,H,RBNZ Financial Stability Report,,,,
5/13/2009,0:50,JPY,L,Bank Lending y/y,3.40%,,3.40%,
5/13/2009,0:50,JPY,L,M2 Money Stock y/y,2.60%,2.30%,2.20%,
5/13/2009,0:52,JPY,L,Current Account,0.90T,0.51T,0.69T,
5/13/2009,3:00,CNY,H,Industrial Production y/y,7.30%,8.60%,8.30%,
5/13/2009,3:00,CNY,L,Retail Sales y/y,14.80%,15.10%,14.70%,
5/13/2009,6:00,JPY,L,Economy Watchers Sentiment,34.2,30.1,28.4,
5/13/2009,7:45,EUR,L,French Final CPI m/m,0.20%,0.20%,0.20%,
5/13/2009,10:00,EUR,M,Industrial Production m/m,-2.00%,-0.90%,-2.50%,
5/13/2009,10:30,GBP,H,BOE Gov King Speaks,,,,
5/13/2009,10:30,GBP,H,BOE Monetary Policy Report,,,,
5/13/2009,13:30,CAD,L,New Motor Vehicle Sales m/m,6.30%,6.10%,-2.40%,
5/13/2009,13:30,USD,H,Core Retail Sales m/m,-0.50%,0.10%,-1.20%,
5/13/2009,13:30,USD,H,Retail Sales m/m,-0.40%,0.00%,-1.30%,
5/13/2009,13:30,USD,M,Import Prices m/m,1.60%,0.50%,0.20%,
5/13/2009,14:00,USD,L,Treasury Sec Geithner Speaks,,,,
5/13/2009,15:00,USD,M,Business Inventories m/m,-1.00%,-1.10%,-1.40%,
5/13/2009,15:30,USD,M,Crude Oil Inventories,-4.7M,1.1M,0.6M,
5/13/2009,15:30,USD,L,FOMC Member Duke Speaks,,,,
5/13/2009,16:30,JPY,M,BOJ Gov Shirakawa Speaks,,,,
5/13/2009,17:00,USD,M,FOMC Member Lockhart Speaks,,,,
5/13/2009,17:35,EUR,M,German Buba President Weber Speaks,,,,
5/13/2009,23:21,NZD,L,BusinessNZ Manufacturing Index,43.7,,41.9,
5/14/2009,8:00,CHF,M,Gov Board Member Jordan Speaks,,,,
5/14/2009,8:00,EUR,L,Spanish Flash GDP q/q,-1.80%,-1.60%,-1.00%,
5/14/2009,8:15,CHF,M,PPI m/m,-0.20%,0.60%,-0.50%,
5/14/2009,9:00,EUR,M,ECB Monthly Bulletin,,,,
5/14/2009,10:00,GBP,L,CB Leading Index m/m,-0.50%,,-0.60%,
5/14/2009,13:30,USD,H,PPI m/m,0.30%,0.20%,-1.20%,
5/14/2009,13:30,USD,H,Unemployment Claims,637K,608K,605K,
5/14/2009,13:30,USD,M,Core PPI m/m,0.10%,0.10%,0.00%,
5/14/2009,15:30,USD,L,Natural Gas Storage,95B,100B,95B,
5/14/2009,23:45,NZD,H,Core Retail Sales m/m,0.50%,-0.10%,-0.10%,
5/14/2009,23:45,NZD,M,Retail Sales m/m,-0.40%,0.10%,0.30%,
5/14/2009,23:45,NZD,L,Core Retail Sales q/q,-1.20%,,0.10%,
5/14/2009,23:45,NZD,L,Retail Sales q/q,-2.90%,-1.50%,-0.70%,
5/15/2009,0:50,JPY,M,Core Machinery Orders m/m,-1.30%,-4.70%,1.40%,
5/15/2009,0:50,JPY,L,PPI y/y,-3.80%,-3.00%,-2.50%,
5/15/2009,3:08,CNY,L,Foreign Direct Investment ytd/y,-21.00%,,-20.60%,
5/15/2009,7:00,EUR,H,German Prelim GDP q/q,-3.80%,-3.00%,-2.20%,
5/15/2009,7:45,EUR,M,French Prelim GDP q/q,-1.20%,-1.30%,-1.50%,
5/15/2009,7:45,EUR,M,French Prelim Private Payrolls q/q,-0.90%,-0.80%,-0.70%,
5/15/2009,8:15,CHF,H,Retail Sales y/y,1.20%,-2.20%,-3.80%,
5/15/2009,9:00,EUR,L,Italian Prelim GDP q/q,-2.40%,-1.70%,-2.10%,
5/15/2009,10:00,EUR,H,Flash GDP q/q,-2.50%,-2.10%,-1.60%,
5/15/2009,10:00,EUR,M,Final CPI y/y,0.60%,0.60%,0.60%,
5/15/2009,10:00,EUR,M,Final Core CPI y/y,1.80%,1.60%,1.40%,
5/15/2009,13:30,CAD,M,Manufacturing Sales m/m,-2.70%,1.20%,2.20%,
5/15/2009,13:30,USD,H,CPI y/y,-0.70%,-0.60%,-0.40%,
5/15/2009,13:30,USD,H,Core CPI m/m,0.30%,0.10%,0.20%,
5/15/2009,13:30,USD,M,CPI m/m,0.00%,0.00%,-0.10%,
5/15/2009,13:30,USD,M,Empire State Manufacturing Index,-4.6,-12.1,-14.7,
5/15/2009,14:00,USD,H,TIC Long-Term Purchases,55.8B,33.3B,22.0B,
5/15/2009,14:15,USD,M,Capacity Utilization Rate,69.10%,68.90%,69.40%,
5/15/2009,14:15,USD,M,Industrial Production m/m,-0.50%,-0.50%,-1.70%,
5/15/2009,14:55,USD,M,Prelim UoM Consumer Sentiment,67.9,66.9,65.1,
5/15/2009,14:55,USD,L,Prelim UoM Inflation Expectations,2.60%,,2.80%,
5/17/2009,23:45,NZD,H,PPI Input q/q,-2.50%,-0.10%,-2.20%,
5/17/2009,23:45,NZD,L,PPI Output q/q,-1.40%,0.40%,1.40%,
5/18/2009,0:01,GBP,M,Rightmove HPI m/m,2.40%,,1.80%,
5/18/2009,0:01,CAD,N,Bank Holiday,,,,
5/18/2009,6:00,JPY,L,Consumer Confidence,32.4,32.1,28.9,
5/18/2009,10:00,EUR,M,German Buba President Weber Speaks,,,,
5/18/2009,10:00,EUR,L,Trade Balance,-2.1B,-3.8B,-2.9B,
5/18/2009,16:30,USD,L,Treasury Sec Geithner Speaks,,,,
5/18/2009,18:00,USD,L,NAHB Housing Market Index,16,16,14,
5/18/2009,23:10,AUD,H,RBA Gov Stevens Speaks,,,,
5/19/2009,2:30,AUD,H,Monetary Policy Meeting Minutes,,,,
5/19/2009,5:30,JPY,L,Revised Industrial Production m/m,1.60%,1.60%,1.60%,
5/19/2009,9:00,EUR,L,Italian Trade Balance,0.08B,0.36B,-0.90B,
5/19/2009,9:30,GBP,H,CPI y/y,2.30%,2.40%,2.90%,
5/19/2009,9:30,GBP,M,RPI y/y,-1.20%,-1.10%,-0.40%,
5/19/2009,9:30,GBP,L,Core CPI y/y,1.50%,1.70%,1.70%,
5/19/2009,10:00,EUR,H,German ZEW Economic Sentiment,31.1,20,13,
5/19/2009,10:00,EUR,M,ZEW Economic Sentiment,28.5,15,11.8,
5/19/2009,11:07,GBP,L,30-y Bond Auction,4.44|2.0,,4.26|1.6,
5/19/2009,13:30,USD,H,Building Permits,0.49M,0.53M,0.51M,
5/19/2009,13:30,USD,M,Housing Starts,0.46M,0.52M,0.53M,
5/19/2009,17:00,CAD,M,Gov Council Member Murray Speaks,,,,
5/20/2009,0:50,JPY,H,Prelim GDP q/q,-4.00%,-4.20%,-3.80%,
5/20/2009,0:50,JPY,M,Prelim GDP Price Index y/y,1.10%,1.80%,0.70%,
5/20/2009,1:30,AUD,M,Westpac Consumer Sentiment,-4.30%,,8.30%,
5/20/2009,2:30,AUD,M,Wage Price Index q/q,0.80%,0.80%,1.30%,
5/20/2009,7:00,EUR,M,German PPI m/m,-1.40%,-0.20%,-0.70%,
5/20/2009,9:30,GBP,H,MPC Asset Purchase Facility Votes,9-0-0,9-0-0,0-0-9,
5/20/2009,9:30,GBP,H,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9,
5/20/2009,10:00,CHF,M,Credit Suisse Economic Expectations,-3.9,,-27.7,
5/20/2009,10:06,EUR,L,German 10-y Bond Auction,3.54|1.8,,3.23|2.1,
5/20/2009,11:00,EUR,L,German Buba Monthly Report,,,,
5/20/2009,11:00,GBP,M,CBI Industrial Order Expectations,-56,-50,-57,
5/20/2009,12:00,CAD,H,Core CPI m/m,0.10%,0.10%,0.30%,
5/20/2009,12:00,CAD,M,CPI m/m,-0.10%,0.20%,0.20%,
5/20/2009,13:30,CAD,L,Leading Index m/m,-1.10%,-0.90%,-1.50%,
5/20/2009,14:30,USD,M,Treasury Sec Geithner Speaks,,,,
5/20/2009,15:30,USD,M,Crude Oil Inventories,-2.1M,-1.3M,-4.7M,
5/20/2009,19:00,USD,H,FOMC Meeting Minutes,,,,
5/20/2009,19:00,USD,H,Fed Announcement,,,,
5/20/2009,23:45,NZD,L,Visitor Arrivals m/m,2.40%,,-0.20%,
5/21/2009,0:01,CHF,N,Bank Holiday,,,,
5/21/2009,0:01,EUR,N,German Bank Holiday,,,,
5/21/2009,0:01,EUR,N,French Bank Holiday,,,,
5/21/2009,0:50,JPY,M,Tertiary Industry Activity m/m,-4.00%,-1.50%,-1.30%,
5/21/2009,2:00,AUD,M,MI Inflation Expectations,2.30%,,2.40%,
5/21/2009,2:30,AUD,L,New Motor Vehicle Sales m/m,0.90%,,-3.30%,
5/21/2009,2:30,AUD,L,RBA Bulletin,,,,
5/21/2009,4:00,NZD,L,Credit Card Spending y/y,-1.60%,,-4.80%,
5/21/2009,8:00,EUR,M,French Flash Manufacturing PMI,43.1,40.9,40.1,
5/21/2009,8:00,EUR,M,French Flash Services PMI,47.6,46.7,46.5,
5/21/2009,8:30,EUR,M,German Flash Manufacturing PMI,39.1,37,35.4,
5/21/2009,8:30,EUR,M,German Flash Services PMI,46,44.3,43.8,
5/21/2009,9:00,EUR,M,Flash Manufacturing PMI,40.5,38.4,36.8,
5/21/2009,9:00,EUR,M,Flash Services PMI,44.7,44.6,43.8,
5/21/2009,9:30,GBP,H,Retail Sales m/m,0.90%,0.50%,1.10%,
5/21/2009,9:30,GBP,M,Prelim Business Investment q/q,-5.50%,-4.00%,-1.50%,
5/21/2009,9:30,GBP,M,Public Sector Net Borrowing,8.5B,7.4B,18.2B,
5/21/2009,9:30,GBP,L,M4 Money Supply m/m,0.10%,0.50%,0.30%,
5/21/2009,9:43,EUR,L,Spanish 10-y Bond Auction,3.71|2.7,,4.06|1.9,
5/21/2009,13:30,CAD,M,Foreign Securities Purchases,6.85B,4.12B,6.07B,
5/21/2009,13:30,CAD,M,Wholesale Sales m/m,-0.60%,-0.80%,-0.90%,
5/21/2009,13:30,USD,H,Unemployment Claims,631K,630K,643K,
5/21/2009,15:00,USD,M,Philly Fed Manufacturing Index,-22.6,-18.9,-24.4,
5/21/2009,15:00,USD,M,Treasury Sec Geithner Speaks,,,,
5/21/2009,15:00,USD,L,CB Leading Index m/m,1.00%,0.70%,-0.20%,
5/21/2009,15:30,CAD,L,BOC Review,,,,
5/21/2009,15:30,USD,L,Natural Gas Storage,103B,95B,95B,
5/21/2009,21:55,GBP,M,MPC Member Bean Speaks,,,,
5/22/2009,4:33,JPY,M,Monetary Policy Statement,,,,
5/22/2009,4:33,JPY,M,Overnight Call Rate,0.10%,0.10%,0.10%,
5/22/2009,8:10,JPY,H,BOJ Press Conference,,,,
5/22/2009,9:00,EUR,L,Italian Retail Sales m/m,0.10%,-0.10%,-0.90%,
5/22/2009,9:30,GBP,H,Second Estimate GDP q/q,-1.90%,-1.90%,-1.90%,
5/22/2009,9:30,GBP,L,Index of Services 3m/3m,-1.20%,-1.20%,-1.30%,
5/22/2009,13:30,CAD,H,Core Retail Sales m/m,-0.20%,-0.20%,0.50%,
5/22/2009,13:30,CAD,M,Retail Sales m/m,0.30%,0.50%,0.20%,
5/22/2009,19:00,USD,H,Fed Chairman Bernanke Speaks,,,,
5/23/2009,21:00,USD,M,FOMC Member Kohn Speaks,,,,
5/25/2009,0:01,GBP,N,Bank Holiday,,,,
5/25/2009,0:01,USD,N,Bank Holiday,,,,
5/25/2009,0:50,JPY,L,All Industries Activity m/m,-2.40%,-2.30%,-2.30%,
5/25/2009,3:00,JPY,L,BOJ Gov Shirakawa Speaks,,,,
5/25/2009,6:00,JPY,M,BOJ Gov Shirakawa Speaks,,,,
5/25/2009,6:00,JPY,M,BOJ Monthly Report,,,,
5/25/2009,9:00,EUR,H,German ifo Business Climate,84.2,85.1,83.7,
5/25/2009,10:00,EUR,M,German Buba President Weber Speaks,,,,
5/25/2009,23:45,NZD,M,Trade Balance,276M,262M,447M,
5/26/2009,0:50,JPY,L,SPPI y/y,-2.40%,-2.30%,-2.10%,
5/26/2009,4:00,NZD,H,Inflation Expectations q/q,2.20%,,2.30%,
5/26/2009,7:00,CHF,M,UBS Consumption Indicator,0.92,,0.99,
5/26/2009,7:00,EUR,M,German GfK Consumer Climate,2.5,2.5,2.5,
5/26/2009,7:00,EUR,L,German Final GDP q/q,-3.80%,-3.80%,-3.80%,
5/26/2009,7:00,EUR,L,German Import Prices m/m,-0.80%,0.00%,-0.40%,
5/26/2009,7:45,EUR,M,French Consumer Spending m/m,0.70%,-0.40%,0.60%,
5/26/2009,8:15,CHF,M,Employment Level,3.96M,3.92M,3.96M,
5/26/2009,9:00,EUR,M,Current Account,-6.5B,-7.5B,-7.8B,
5/26/2009,10:00,EUR,M,Industrial New Orders m/m,-0.80%,1.00%,0.00%,
5/26/2009,14:00,EUR,M,Belgian NBB Business Climate,-27.6,-27,-29.4,
5/26/2009,14:00,USD,L,S&P/CS Composite-20 HPI y/y,-18.70%,-18.40%,-18.70%,
5/26/2009,15:00,USD,H,CB Consumer Confidence,54.9,42.7,40.8,
5/26/2009,15:00,USD,L,Richmond Manufacturing Index,4,-6,-9,
5/27/2009,0:01,EUR,M,German Prelim CPI m/m,-0.10%,0.10%,0.00%,
5/27/2009,0:50,JPY,M,Monetary Policy Meeting Minutes,,,,
5/27/2009,0:52,JPY,M,Trade Balance,-0.05T,-0.03T,-0.51B,
5/27/2009,1:23,JPY,M,BOJ Gov Shirakawa Speaks,,,,
5/27/2009,1:30,AUD,M,MI Leading Index m/m,0.30%,,-0.50%,
5/27/2009,2:30,AUD,M,Construction Work Done q/q,-3.70%,-3.00%,2.30%,
5/27/2009,4:00,NZD,H,ANZ Business Confidence,1.9,,-14.5,
5/27/2009,9:30,GBP,M,High Street Lending,27.7K,29.1K,26.7K,
5/27/2009,13:30,CAD,L,Corporate Profits q/q,-11.80%,,-16.30%,
5/27/2009,14:46,USD,L,HPI m/m,-1.10%,0.20%,0.20%,
5/27/2009,15:00,USD,H,Existing Home Sales,4.68M,4.65M,4.55M,
5/27/2009,17:00,USD,M,Treasury Sec Geithner Speaks,,,,
5/28/2009,0:01,CNY,N,Bank Holiday,,,,
5/28/2009,0:01,All,L,OPEC Meetings,,,,
5/28/2009,0:50,JPY,M,Retail Sales y/y,-2.90%,-3.20%,-3.90%,
5/28/2009,1:00,AUD,M,CB Leading Index m/m,0.40%,,0.20%,
5/28/2009,2:10,AUD,M,RBA Deputy Gov Battellino Speaks,,,,
5/28/2009,2:25,GBP,M,MPC Member Tucker Speaks,,,,
5/28/2009,2:30,AUD,H,Private Capital Expenditure q/q,-8.90%,-6.00%,7.30%,
5/28/2009,3:00,NZD,H,Annual Budget Release,,,,
5/28/2009,7:15,CHF,M,Trade Balance,2.56B,0.11B,0.15B,
5/28/2009,8:55,EUR,M,German Unemployment Change,1K,66K,57K,
5/28/2009,9:00,EUR,L,Retail PMI,47.1,,48.4,
5/28/2009,10:00,EUR,L,Consumer Confidence,-31,-30,-31,
5/28/2009,10:27,EUR,L,Italian 10-y Bond Auction,4.59|1.3,,4.39|1.4,
5/28/2009,11:00,GBP,H,CBI Realized Sales,-17,-10,3,
5/28/2009,13:30,USD,H,Core Durable Goods Orders m/m,0.80%,-0.40%,-2.70%,
5/28/2009,13:30,USD,H,Unemployment Claims,623K,628K,636K,
5/28/2009,13:30,USD,M,Durable Goods Orders m/m,1.90%,0.10%,-2.10%,
5/28/2009,15:00,USD,H,New Home Sales,352K,363K,351K,
5/28/2009,15:00,USD,M,Mortgage Delinquencies,9.12%,,7.88%,
5/28/2009,15:15,EUR,M,German Buba President Weber Speaks,,,,
5/28/2009,15:30,USD,L,Natural Gas Storage,106B,114B,103B,
5/28/2009,16:00,USD,M,Crude Oil Inventories,-5.4M,-0.1M,-2.1M,
5/28/2009,23:45,NZD,H,Building Consents m/m,11.20%,,-1.70%,
5/29/2009,0:01,GBP,M,GfK Consumer Confidence,-27,-25,-27,
5/29/2009,0:01,CNY,N,Bank Holiday,,,,
5/29/2009,0:15,JPY,L,Final Manufacturing PMI,46.6,,41.4,
5/29/2009,0:30,JPY,M,Household Spending y/y,-1.30%,-0.70%,-0.40%,
5/29/2009,0:30,JPY,M,Tokyo Core CPI y/y,-0.70%,-0.60%,0.00%,
5/29/2009,0:30,JPY,L,National Core CPI y/y,-0.10%,-0.10%,-0.10%,
5/29/2009,0:30,JPY,L,Unemployment Rate,5.00%,5.00%,4.80%,
5/29/2009,0:50,JPY,M,Prelim Industrial Production m/m,5.20%,3.30%,1.60%,
5/29/2009,2:30,AUD,M,Private Sector Credit m/m,0.10%,0.20%,0.10%,
5/29/2009,6:00,JPY,L,Housing Starts y/y,-32.40%,-21.80%,-20.70%,
5/29/2009,7:00,EUR,M,German Retail Sales m/m,0.50%,0.30%,-0.40%,
5/29/2009,7:00,GBP,H,Nationwide HPI m/m,1.20%,-0.90%,-0.30%,
5/29/2009,9:00,EUR,M,M3 Money Supply y/y,4.90%,4.50%,5.00%,
5/29/2009,9:00,EUR,L,Private Loans y/y,2.40%,2.90%,3.20%,
5/29/2009,10:00,EUR,M,CPI Flash Estimate y/y,0.00%,0.20%,0.60%,
5/29/2009,10:00,EUR,L,Italian Prelim CPI m/m,0.20%,0.20%,0.20%,
5/29/2009,10:15,EUR,M,ECB President Trichet Speaks,,,,
5/29/2009,10:30,CHF,M,KOF Economic Barometer,-1.86,-1.8,-1.86,
5/29/2009,13:30,CAD,M,Current Account,-9.1B,-10.4B,-7.8B,
5/29/2009,13:30,USD,H,Prelim GDP q/q,-5.70%,-5.50%,-6.10%,
5/29/2009,13:30,USD,L,Prelim GDP Price Index q/q,2.80%,2.90%,2.90%,
5/29/2009,14:45,USD,M,Chicago PMI,34.9,42.1,40.1,
5/29/2009,14:55,USD,M,Revised UoM Consumer Sentiment,68.7,68,67.9,
5/29/2009,14:55,USD,L,Revised UoM Inflation Expectations,2.80%,,2.60%,
5/31/2009,0:01,NZD,N,Bank Holiday,,,,
6/1/2009,0:01,CHF,N,Bank Holiday,,,,
6/1/2009,0:01,EUR,N,German Bank Holiday,,,,
6/1/2009,0:01,EUR,N,French Bank Holiday,,,,
6/1/2009,0:30,AUD,L,AIG Manufacturing Index,37.5,,30.1,
6/1/2009,1:30,AUD,L,MI Inflation Gauge m/m,-0.30%,,0.00%,
6/1/2009,1:40,CNY,H,Manufacturing PMI,53.1,,53.5,
6/1/2009,2:02,AUD,M,HIA New Home Sales m/m,0.50%,,4.20%,
6/1/2009,2:30,AUD,H,Retail Sales m/m,0.30%,0.50%,2.20%,
