Date,Time,Currency,Impact,Event,Actual,Forecast,Previous,Outcome
10/24/2013,2:45,CNY,H,Caixin Flash Manufacturing PMI,50.9,50.5,50.2,
10/24/2013,4:00,AUD,M,RBA Deputy Gov Lowe Speaks,,,,
10/24/2013,6:00,AUD,L,RBA Annual Report,,,,
10/24/2013,8:00,EUR,H,French Flash Manufacturing PMI,49.4,50.3,49.8,
10/24/2013,8:00,EUR,M,French Flash Services PMI,50.2,51.2,51,
10/24/2013,8:00,EUR,M,Spanish Unemployment Rate,26.00%,26.10%,26.30%,
10/24/2013,8:30,EUR,H,German Flash Manufacturing PMI,51.5,51.6,51.1,
10/24/2013,8:30,EUR,M,German Flash Services PMI,52.3,53.8,53.7,
10/24/2013,9:00,EUR,M,Flash Manufacturing PMI,51.3,51.4,51.1,
10/24/2013,9:00,EUR,M,Flash Services PMI,50.9,52.3,52.2,
10/24/2013,11:00,GBP,M,CBI Industrial Order Expectations,-4,10,9,
10/24/2013,13:30,USD,H,Trade Balance,-38.8B,-39.4B,-38.6B,
10/24/2013,13:30,USD,H,Unemployment Claims,350K,343K,362K,
10/24/2013,14:00,USD,M,Flash Manufacturing PMI,51.1,52.8,52.8,
10/24/2013,15:00,USD,M,JOLTS Job Openings,3.88M,3.77M,3.81M,
10/24/2013,15:30,USD,L,Natural Gas Storage,87B,80B,77B,
10/24/2013,17:45,GBP,H,BOE Gov Carney Speaks,,,,
10/25/2013,0:01,EUR,M,EU Economic Summit,,,,
10/25/2013,0:30,JPY,M,Tokyo Core CPI y/y,0.30%,0.40%,0.20%,
10/25/2013,0:30,JPY,L,National Core CPI y/y,0.70%,0.70%,0.80%,
10/25/2013,0:50,JPY,L,SPPI y/y,0.70%,0.80%,0.70%,
10/25/2013,9:00,EUR,H,German ifo Business Climate,107.4,108.2,107.7,
10/25/2013,9:00,EUR,M,M3 Money Supply y/y,2.10%,2.30%,2.30%,
10/25/2013,9:00,EUR,L,Private Loans y/y,-1.90%,-1.90%,-2.00%,
10/25/2013,9:00,EUR,L,Italian Retail Sales m/m,0.00%,0.20%,-0.20%,
10/25/2013,9:30,GBP,H,Prelim GDP q/q,0.80%,0.80%,0.70%,
10/25/2013,9:30,GBP,L,Index of Services 3m/3m,0.60%,0.50%,0.50%,
10/25/2013,13:30,USD,H,Core Durable Goods Orders m/m,-0.10%,0.60%,-0.40%,
10/25/2013,13:30,USD,M,Durable Goods Orders m/m,3.70%,1.70%,0.20%,
10/25/2013,14:55,USD,M,Revised UoM Consumer Sentiment,73.2,75.8,75.2,
10/25/2013,14:55,USD,L,Revised UoM Inflation Expectations,3.00%,,2.90%,
10/25/2013,15:00,USD,L,Final Wholesale Inventories m/m,0.50%,0.30%,0.20%,
10/27/2013,0:01,NZD,N,Bank Holiday,,,,
10/27/2013,2:00,CHF,N,Daylight Saving Time Shift,,,,
10/27/2013,2:00,EUR,N,Daylight Saving Time Shift,,,,
10/27/2013,2:00,GBP,N,Daylight Saving Time Shift,,,,
10/28/2013,11:00,GBP,M,CBI Realized Sales,2,33,34,
10/28/2013,13:15,USD,M,Capacity Utilization Rate,78.30%,78.10%,77.90%,
10/28/2013,13:15,USD,M,Industrial Production m/m,0.60%,0.50%,0.40%,
10/28/2013,13:20,GBP,M,MPC Member Dale Speaks,,,,
10/28/2013,14:00,USD,H,Pending Home Sales m/m,-5.60%,0.50%,-1.60%,
10/28/2013,22:30,AUD,H,RBA Gov Stevens Speaks,,,,
10/28/2013,23:30,JPY,M,Household Spending y/y,3.70%,0.70%,-1.60%,
10/28/2013,23:30,JPY,L,Unemployment Rate,4.00%,4.00%,4.10%,
10/28/2013,23:50,JPY,M,Retail Sales y/y,3.10%,1.90%,1.10%,
10/29/2013,9:30,GBP,M,Net Lending to Individuals m/m,1.9B,2.5B,1.7B,
10/29/2013,9:30,GBP,L,M4 Money Supply m/m,0.60%,0.60%,0.70%,
10/29/2013,9:30,GBP,L,Mortgage Approvals,67K,65K,63K,
10/29/2013,12:30,CAD,M,RMPI m/m,-1.50%,-0.40%,0.90%,
10/29/2013,12:30,CAD,L,IPPI m/m,-0.30%,0.20%,0.30%,
10/29/2013,12:30,USD,H,Core Retail Sales m/m,0.40%,0.40%,0.10%,
10/29/2013,12:30,USD,H,PPI m/m,-0.10%,0.20%,0.30%,
10/29/2013,12:30,USD,H,Retail Sales m/m,-0.10%,0.20%,0.20%,
10/29/2013,12:30,USD,M,Core PPI m/m,0.10%,0.10%,0.00%,
10/29/2013,13:00,USD,M,S&P/CS Composite-20 HPI y/y,12.80%,12.40%,12.30%,
10/29/2013,14:00,USD,H,CB Consumer Confidence,71.2,75.2,80.2,
10/29/2013,14:00,USD,L,Business Inventories m/m,0.30%,0.30%,0.40%,
10/29/2013,16:00,CAD,H,BOC Gov Poloz Speaks,,,,
10/29/2013,17:40,CAD,L,Gov Council Member Cote Speaks,,,,
10/29/2013,23:35,AUD,M,HIA New Home Sales m/m,6.40%,,3.40%,
10/29/2013,23:50,JPY,M,Prelim Industrial Production m/m,1.50%,1.80%,-0.90%,
10/30/2013,0:01,EUR,M,German Prelim CPI m/m,-0.20%,0.00%,0.00%,
10/30/2013,6:52,CHF,L,UBS Consumption Indicator,1.56,,1.32,
10/30/2013,8:00,CHF,M,KOF Economic Barometer,1.72,1.56,1.54,
10/30/2013,8:00,EUR,M,Spanish Flash GDP q/q,0.10%,0.10%,-0.10%,
10/30/2013,8:00,EUR,L,Spanish Flash CPI y/y,-0.10%,0.30%,0.30%,
10/30/2013,8:55,EUR,M,German Unemployment Change,2K,1K,24K,
10/30/2013,9:10,EUR,L,Retail PMI,47.7,,48.6,
10/30/2013,10:12,EUR,M,Italian 10-y Bond Auction,4.11|1.5,,4.50|1.4,
10/30/2013,10:34,EUR,M,German 10-y Bond Auction,1.71|1.7,,1.79|1.3,
10/30/2013,12:15,USD,H,ADP Non-Farm Employment Change,130K,151K,145K,
10/30/2013,12:30,USD,H,CPI y/y,1.20%,1.20%,1.50%,
10/30/2013,12:30,USD,H,Core CPI m/m,0.10%,0.20%,0.10%,
10/30/2013,12:30,USD,M,CPI m/m,0.20%,0.20%,0.10%,
10/30/2013,14:30,USD,M,Crude Oil Inventories,4.1M,1.9M,5.2M,
10/30/2013,18:00,USD,H,FOMC Statement,,,,
10/30/2013,18:00,USD,M,Federal Funds Rate,<0.25%,<0.25%,<0.25%,
10/30/2013,20:00,NZD,H,Official Cash Rate,2.50%,2.50%,2.50%,
10/30/2013,20:00,NZD,H,RBNZ Rate Statement,,,,
10/30/2013,20:30,USD,M,Federal Budget Balance,75.1B,62.0B,-147.9B,
10/30/2013,21:15,USD,M,Treasury Currency Report,,,,
10/30/2013,21:45,NZD,M,Building Consents m/m,1.40%,,1.50%,
10/30/2013,23:15,JPY,L,Final Manufacturing PMI,54.2,,52.5,
10/31/2013,0:00,NZD,H,ANZ Business Confidence,53.2,,54.1,
10/31/2013,0:05,GBP,L,GfK Consumer Confidence,-11,-8,-10,
10/31/2013,0:30,AUD,H,Building Approvals m/m,14.40%,2.90%,-1.60%,
10/31/2013,0:30,AUD,M,Import Prices q/q,6.10%,3.50%,-0.30%,
10/31/2013,0:30,AUD,M,Private Sector Credit m/m,0.30%,0.40%,0.30%,
10/31/2013,1:30,JPY,M,Average Cash Earnings y/y,0.10%,-0.50%,-0.90%,
10/31/2013,4:14,JPY,H,Monetary Policy Statement,,,,
10/31/2013,5:00,JPY,L,Housing Starts y/y,19.40%,12.60%,8.80%,
10/31/2013,6:00,JPY,M,BOJ Outlook Report,,,,
10/31/2013,7:00,EUR,M,German GfK Consumer Climate,7,7.3,7.1,
10/31/2013,7:00,EUR,M,German Retail Sales m/m,-0.40%,0.50%,-0.20%,
10/31/2013,7:00,EUR,L,German Import Prices m/m,0.00%,0.20%,0.10%,
10/31/2013,7:00,GBP,M,Nationwide HPI m/m,1.00%,0.70%,0.90%,
10/31/2013,7:24,JPY,H,BOJ Press Conference,,,,
10/31/2013,7:45,EUR,M,French Consumer Spending m/m,-0.10%,0.20%,-0.30%,
10/31/2013,9:00,EUR,L,Italian Monthly Unemployment Rate,12.50%,12.40%,12.40%,
10/31/2013,10:00,EUR,M,CPI Flash Estimate y/y,0.70%,1.10%,1.10%,
10/31/2013,10:00,EUR,M,Unemployment Rate,12.20%,12.00%,12.20%,
10/31/2013,10:00,EUR,L,Core CPI Flash Estimate y/y,0.80%,,1.00%,
10/31/2013,10:00,EUR,L,Italian Prelim CPI m/m,-0.30%,0.40%,-0.30%,
10/31/2013,12:30,CAD,H,GDP m/m,0.30%,0.20%,0.60%,
10/31/2013,12:30,USD,H,Unemployment Claims,340K,341K,350K,
10/31/2013,13:00,USD,M,Treasury Sec Lew Speaks,,,,
10/31/2013,13:45,USD,M,Chicago PMI,65.9,55.1,55.7,
10/31/2013,14:30,USD,L,Natural Gas Storage,38B,35B,87B,
10/31/2013,22:27,AUD,L,AIG Manufacturing Index,53.2,,51.7,
11/1/2013,0:01,EUR,N,French Bank Holiday,,,,
11/1/2013,0:01,EUR,N,Italian Bank Holiday,,,,
11/1/2013,0:01,USD,L,Total Vehicle Sales,15.2M,15.5M,15.3M,
11/1/2013,0:30,AUD,H,PPI q/q,1.30%,0.40%,0.10%,
11/1/2013,0:56,CNY,H,Manufacturing PMI,51.4,51.2,51.1,
11/1/2013,1:45,CNY,M,Caixin Manufacturing PMI,50.9,50.7,50.9,
11/1/2013,5:30,AUD,L,Commodity Prices y/y,-1.00%,,-3.10%,
11/1/2013,8:30,CHF,M,Manufacturing PMI,54.2,55.4,55.3,
11/1/2013,9:30,GBP,H,Final Manufacturing PMI,56,56.3,56.3,
11/1/2013,13:00,USD,L,Final Manufacturing PMI,51.8,51.1,51.1,
11/1/2013,13:10,USD,H,FOMC Member Bullard Speaks,,,,
11/1/2013,13:30,CAD,L,Manufacturing PMI,55.6,,54.2,
11/1/2013,14:00,USD,H,ISM Manufacturing PMI,56.4,55.3,56.2,
11/1/2013,14:00,USD,L,ISM Manufacturing Prices,55.5,55.1,56.5,
11/3/2013,1:00,CNY,M,Non-Manufacturing PMI,56.3,,55.4,
11/3/2013,7:00,CAD,N,Daylight Saving Time Shift,,,,
11/3/2013,7:00,USD,N,Daylight Saving Time Shift,,,,
11/3/2013,23:30,AUD,L,MI Inflation Gauge m/m,0.10%,,0.20%,
11/4/2013,0:00,NZD,L,ANZ Commodity Prices m/m,1.30%,,1.00%,
11/4/2013,0:01,JPY,N,Bank Holiday,,,,
11/4/2013,0:01,USD,L,Factory Orders m/m,-0.10%,0.20%,-2.80%,
11/4/2013,0:30,AUD,H,Retail Sales m/m,0.80%,0.50%,0.50%,
11/4/2013,0:30,AUD,M,ANZ Job Advertisements m/m,-0.10%,,0.20%,
11/4/2013,0:30,AUD,M,HPI q/q,1.90%,2.30%,2.70%,
11/4/2013,8:15,EUR,M,Spanish Manufacturing PMI,50.9,51,50.7,
11/4/2013,8:45,EUR,M,Italian Manufacturing PMI,50.7,51.1,50.8,
11/4/2013,8:50,EUR,L,French Final Manufacturing PMI,49.1,49.4,49.4,
11/4/2013,8:55,EUR,L,German Final Manufacturing PMI,51.7,51.5,51.5,
11/4/2013,9:00,EUR,L,Final Manufacturing PMI,51.3,51.3,51.3,
11/4/2013,9:30,EUR,L,Sentix Investor Confidence,9.3,6.6,6.1,
11/4/2013,9:30,GBP,H,Construction PMI,59.4,58.9,58.9,
11/4/2013,15:00,USD,M,Factory Orders m/m,1.70%,1.90%,-0.10%,
11/4/2013,16:40,USD,M,FOMC Member Powell Speaks,,,,
11/4/2013,18:10,CAD,M,Gov Council Member Schembri Speaks,,,,
11/4/2013,19:00,USD,L,Loan Officer Survey,,,,
11/4/2013,21:00,USD,M,FOMC Member Rosengren Speaks,,,,
11/4/2013,22:30,AUD,L,AIG Services Index,47.9,,47.1,
11/4/2013,23:50,JPY,L,Monetary Base y/y,45.80%,48.30%,46.10%,
11/5/2013,0:00,GBP,M,BRC Retail Sales Monitor y/y,0.80%,,0.70%,
11/5/2013,1:45,CNY,M,Caixin Services PMI,52.6,,52.4,
11/5/2013,3:30,AUD,H,Cash Rate,2.50%,2.50%,2.50%,
11/5/2013,3:30,AUD,H,RBA Rate Statement,,,,
11/5/2013,5:30,JPY,H,BOJ Gov Kuroda Speaks,,,,
11/5/2013,8:00,EUR,M,Spanish Unemployment Change,87.0K,31.3K,25.6K,
11/5/2013,8:15,CHF,H,CPI m/m,-0.10%,0.10%,0.30%,
11/5/2013,9:30,EUR,M,EU Economic Forecasts,,,,
11/5/2013,9:30,GBP,H,Final Services PMI,62.5,60.4,60.3,
11/5/2013,10:00,EUR,L,PPI m/m,0.10%,0.30%,0.00%,
11/5/2013,13:30,NZD,L,GDT Price Index,-1.80%,,-1.90%,
11/5/2013,15:00,USD,H,ISM Services PMI,55.4,54.2,54.4,
11/5/2013,15:00,USD,L,IBD/TIPP Economic Optimism,41.4,41.1,38.4,
11/5/2013,21:45,NZD,H,Employment Change q/q,1.20%,0.50%,0.40%,
11/5/2013,21:45,NZD,H,Unemployment Rate,6.20%,6.20%,6.40%,
11/5/2013,21:45,NZD,L,Labor Cost Index q/q,0.40%,0.50%,0.40%,
11/5/2013,23:50,JPY,M,Monetary Policy Meeting Minutes,,,,
11/6/2013,0:01,GBP,L,BRC Shop Price Index y/y,-0.50%,,-0.20%,
11/6/2013,0:30,AUD,H,Trade Balance,-0.28B,-0.51B,-0.69B,
11/6/2013,3:45,JPY,L,10-y Bond Auction,0.61|3.7,,0.68|3.7,
11/6/2013,8:00,GBP,M,Halifax HPI m/m,0.70%,0.40%,0.40%,
11/6/2013,8:15,EUR,M,Spanish Services PMI,49.6,48.1,49,
11/6/2013,8:45,EUR,M,Italian Services PMI,50.5,51.6,52.7,
11/6/2013,8:50,EUR,L,French Final Services PMI,50.9,50.2,50.2,
11/6/2013,8:55,EUR,L,German Final Services PMI,52.9,52.3,52.3,
11/6/2013,9:00,EUR,L,Final Services PMI,51.6,50.9,50.9,
11/6/2013,9:30,GBP,H,Manufacturing Production m/m,1.20%,1.20%,-1.20%,
11/6/2013,9:30,GBP,L,Industrial Production m/m,0.90%,0.70%,-1.10%,
11/6/2013,10:00,EUR,M,Retail Sales m/m,-0.60%,-0.30%,0.50%,
11/6/2013,11:00,EUR,M,German Factory Orders m/m,3.30%,0.60%,-0.30%,
11/6/2013,12:30,USD,L,Challenger Job Cuts y/y,-4.20%,,19.10%,
11/6/2013,13:30,CAD,H,Building Permits m/m,1.70%,7.80%,-20.00%,
11/6/2013,15:00,CAD,H,Ivey PMI,62.8,54.7,51.9,
11/6/2013,15:00,GBP,M,NIESR GDP Estimate,0.70%,,0.80%,
11/6/2013,15:00,USD,L,CB Leading Index m/m,0.70%,0.70%,0.70%,
11/6/2013,15:30,USD,M,Crude Oil Inventories,1.6M,1.7M,4.1M,
11/6/2013,22:26,AUD,L,AIG Construction Index,54.4,,47.6,
11/7/2013,0:30,AUD,H,Employment Change,1.1K,10.3K,3.3K,
11/7/2013,0:30,AUD,H,Unemployment Rate,5.70%,5.70%,5.70%,
11/7/2013,5:00,JPY,L,Leading Indicators,109.50%,109.40%,106.80%,
11/7/2013,6:45,CHF,L,SECO Consumer Climate,-5,-2,-9,
11/7/2013,8:00,CHF,M,Foreign Currency Reserves,435B,,433B,
11/7/2013,9:43,EUR,M,Spanish 10-y Bond Auction,4.16|2.6,,4.27|2.0,
11/7/2013,9:58,EUR,M,French 10-y Bond Auction,2.41|2.0,,2.37|1.9,
11/7/2013,11:00,EUR,M,German Industrial Production m/m,-0.90%,0.20%,1.60%,
11/7/2013,12:00,GBP,H,Asset Purchase Facility,375B,375B,375B,
11/7/2013,12:00,GBP,H,Official Bank Rate,0.50%,0.50%,0.50%,
11/7/2013,12:45,EUR,H,Main Refinancing Rate,0.25%,0.50%,0.50%,
11/7/2013,13:30,EUR,H,ECB Press Conference,,,,
11/7/2013,13:30,USD,H,Advance GDP q/q,2.80%,2.00%,2.50%,
11/7/2013,13:30,USD,H,Unemployment Claims,336K,336K,345K,
11/7/2013,13:30,USD,M,Advance GDP Price Index q/q,1.90%,1.50%,0.60%,
11/7/2013,15:00,USD,M,Mortgage Delinquencies,6.41%,,6.96%,
11/7/2013,15:30,USD,L,Natural Gas Storage,35B,40B,38B,
11/7/2013,18:30,USD,M,FOMC Member Dudley Speaks,,,,
11/7/2013,18:50,USD,M,FOMC Member Stein Speaks,,,,
11/7/2013,19:00,EUR,H,ECB President Draghi Speaks,,,,
11/7/2013,20:00,USD,L,Consumer Credit m/m,13.7B,13.0B,14.2B,
11/8/2013,0:30,AUD,H,RBA Monetary Policy Statement,,,,
11/8/2013,2:38,CNY,H,USD-Denominated Trade Balance,31.1B,23.5B,15.2B,
11/8/2013,6:45,CHF,L,Unemployment Rate,3.20%,3.20%,3.20%,
11/8/2013,7:00,EUR,M,German Trade Balance,18.8B,17.2B,15.8B,
11/8/2013,7:45,EUR,M,French Industrial Production m/m,-0.50%,0.40%,0.70%,
11/8/2013,7:45,EUR,L,French Gov Budget Balance,-80.8B,,-93.6B,
11/8/2013,7:45,EUR,L,French Trade Balance,-5.8B,-4.7B,-5.1B,
11/8/2013,8:15,CHF,M,Retail Sales y/y,1.00%,2.60%,2.50%,
11/8/2013,9:30,GBP,M,Goods Trade Balance,-9.8B,-9.1B,-9.6B,
11/8/2013,9:30,GBP,L,Construction Output m/m,-0.90%,1.30%,0.10%,
11/8/2013,13:13,CAD,L,Housing Starts,198K,192K,196K,
11/8/2013,13:30,CAD,H,Employment Change,13.2K,12.7K,11.9K,
11/8/2013,13:30,CAD,H,Unemployment Rate,6.90%,7.00%,6.90%,
11/8/2013,13:30,USD,H,Non-Farm Employment Change,204K,121K,163K,
11/8/2013,13:30,USD,H,Unemployment Rate,7.30%,7.30%,7.20%,
11/8/2013,13:30,USD,M,Average Hourly Earnings m/m,0.10%,0.20%,0.10%,
11/8/2013,13:30,USD,M,Core PCE Price Index m/m,0.10%,0.10%,0.10%,
11/8/2013,13:30,USD,M,Personal Spending m/m,0.20%,0.30%,0.30%,
11/8/2013,13:30,USD,L,Personal Income m/m,0.50%,0.30%,0.50%,
11/8/2013,14:55,USD,H,Prelim UoM Consumer Sentiment,72,74.6,73.2,
11/8/2013,14:55,USD,L,Prelim UoM Inflation Expectations,3.10%,,3.00%,
11/8/2013,18:10,USD,L,President Obama Speaks,,,,
11/8/2013,20:30,USD,H,Fed Chairman Bernanke Speaks,,,,
11/9/2013,1:30,CNY,H,CPI y/y,3.20%,3.30%,3.10%,
11/9/2013,1:30,CNY,M,PPI y/y,-1.50%,-1.30%,-1.30%,
11/9/2013,5:30,CNY,H,Industrial Production y/y,10.30%,10.10%,10.20%,
11/9/2013,5:30,CNY,M,Fixed Asset Investment ytd/y,20.10%,20.20%,20.20%,
11/9/2013,5:30,CNY,L,Retail Sales y/y,13.30%,13.40%,13.30%,
11/10/2013,23:50,JPY,M,Current Account,-0.13T,-0.10T,0.35T,
11/10/2013,23:50,JPY,L,Bank Lending y/y,2.00%,,2.00%,
11/11/2013,0:01,EUR,N,French Bank Holiday,,,,
11/11/2013,0:01,CAD,N,Bank Holiday,,,,
11/11/2013,0:01,USD,N,Bank Holiday,,,,
11/11/2013,0:30,AUD,M,Home Loans m/m,4.40%,3.60%,-4.00%,
11/11/2013,5:00,JPY,L,Economy Watchers Sentiment,51.8,54.2,52.8,
11/11/2013,8:09,CNY,M,New Loans,506B,581B,787B,
11/11/2013,8:09,CNY,L,M2 Money Supply y/y,14.30%,14.20%,14.20%,
11/11/2013,9:00,EUR,L,Italian Industrial Production m/m,0.20%,0.20%,-0.20%,
11/11/2013,17:00,EUR,M,German Buba President Weidmann Speaks,,,,
11/11/2013,19:25,USD,L,NFIB Small Business Index,91.6,93.5,93.9,
11/11/2013,21:00,NZD,L,REINZ HPI m/m,1.60%,,0.80%,
11/11/2013,23:50,JPY,M,Tertiary Industry Activity m/m,-0.20%,0.20%,0.60%,
11/11/2013,23:50,JPY,L,M2 Money Stock y/y,4.10%,3.90%,3.90%,
11/12/2013,0:01,GBP,L,RICS House Price Balance,57%,59%,53%,
11/12/2013,0:30,AUD,H,NAB Business Confidence,5,,12,
11/12/2013,3:45,JPY,L,30-y Bond Auction,1.62|4.4,,1.63|4.1,
11/12/2013,5:00,JPY,L,Consumer Confidence,41.2,46.3,45.4,
11/12/2013,6:00,JPY,L,Prelim Machine Tool Orders y/y,8.40%,,-6.30%,
11/12/2013,7:00,EUR,L,German Final CPI m/m,-0.20%,-0.20%,-0.20%,
11/12/2013,7:00,EUR,L,German WPI m/m,-1.00%,0.30%,0.70%,
11/12/2013,9:30,GBP,H,CPI y/y,2.20%,2.50%,2.70%,
11/12/2013,9:30,GBP,M,PPI Input m/m,-0.60%,-0.80%,-1.00%,
11/12/2013,9:30,GBP,M,RPI y/y,2.60%,3.00%,3.20%,
